PP,block,minute,HR,RMSSD,SCL,HR_ch2,HR_beats,n_beats,source_file
10,1,44,71.3221430644361,91.21702988509135,91.53651972562075,71.22559627701217,71.3221430644361,70,pp10_8-10-2012-c1.S00
10,1,45,68.2152803914189,53.586388520815134,94.43942748655876,68.47400714131072,68.2152803914189,68,pp10_8-10-2012-c1.S00
10,1,46,68.71019277878369,46.07404367911569,94.14991723348697,69.9810569089527,68.71019277878369,69,pp10_8-10-2012-c1.S00
10,1,47,70.97205376370702,40.08998982860238,94.0034772709012,71.0606917085126,70.97205376370702,72,pp10_8-10-2012-c1.S00
10,1,48,72.49298317750326,40.253314687807,89.70557375401259,71.5327172158286,72.49298317750326,72,pp10_8-10-2012-c1.S00
10,1,49,71.4518877949993,38.51388189327747,91.34501475493113,70.3443599513111,71.4518877949993,70,pp10_8-10-2012-c1.S00
10,1,50,72.9791814701297,33.506199505068274,93.60015688141188,73.5705695205989,72.9791814701297,72,pp10_8-10-2012-c1.S00
10,1,51,75.68832768709578,32.795770517087746,93.76874223103125,81.22320015579461,75.68832768709578,74,pp10_8-10-2012-c1.S00
10,1,52,74.72349540293523,37.69893284460053,91.20202612827221,77.22994178154816,74.72349540293523,75,pp10_8-10-2012-c1.S00
10,2,1,77.52244691038135,200.25887641114485,97.15436336528509,74.95785445533693,77.52244691038135,65,pp10_8-10-2012-c2.S00
10,2,2,73.65466557210429,144.84700487913275,106.33244868516923,67.32854798048113,73.65466557210429,61,pp10_8-10-2012-c2.S00
10,2,3,82.95878830574146,142.32618115313187,108.55698429395756,78.32693137520303,82.95878830574146,62,pp10_8-10-2012-c2.S00
10,2,4,89.79744864727469,116.19833086237203,112.06558643678824,79.03649836853147,89.79744864727469,61,pp10_8-10-2012-c2.S00
10,2,5,88.11329671941462,115.2699753468188,111.65502584526936,77.34367645435655,88.11329671941462,59,pp10_8-10-2012-c2.S00
10,2,6,89.88671635594393,77.03267572238634,108.47718436419964,72.87716450514272,89.88671635594393,55,pp10_8-10-2012-c2.S00
10,2,7,81.53755006280068,218.08827374467145,97.82132886747519,78.6836676941874,81.53755006280068,68,pp10_8-10-2012-c2.S00
10,2,8,82.08294985601046,172.6787626213446,105.80703848699729,70.18402297273278,82.08294985601046,62,pp10_8-10-2012-c2.S00
10,2,9,85.21814511634818,162.66250754220766,111.81332156807184,80.15367612938086,85.21814511634818,69,pp10_8-10-2012-c2.S00
10,2,10,87.72443333928253,170.5509098353947,109.47380558600028,82.40154395475983,87.72443333928253,71,pp10_8-10-2012-c2.S00
10,2,11,96.65741254858412,55.626057818352045,114.88409886856874,85.6539312965547,96.65741254858412,73,pp10_8-10-2012-c2.S00
10,2,12,85.75956209373932,169.82989046739385,110.1349748412768,81.53046348157028,85.75956209373932,63,pp10_8-10-2012-c2.S00
10,2,13,77.46832303272082,164.78286510678933,107.43160342077414,77.45171325039118,77.46832303272082,69,pp10_8-10-2012-c2.S00
10,2,14,93.48781918181675,100.7576123376686,101.48022695134084,83.03189435563982,93.48781918181675,69,pp10_8-10-2012-c2.S00
10,2,15,93.2743595358003,108.09121989606867,99.12421299318473,80.14838432874531,93.2743595358003,69,pp10_8-10-2012-c2.S00
10,2,16,95.99278900322993,106.08444074763062,98.11078633219003,88.71323145035034,95.99278900322993,67,pp10_8-10-2012-c2.S00
10,2,17,97.53063940051824,82.52194610029694,99.55720093498627,90.73455870139102,97.53063940051824,82,pp10_8-10-2012-c2.S00
10,2,18,90.16730261226886,124.04938674153995,97.77992320706447,79.79925348411004,90.16730261226886,66,pp10_8-10-2012-c2.S00
10,2,19,97.40698985343855,48.49227537724363,100.62631486058235,82.67290993547067,97.40698985343855,63,pp10_8-10-2012-c2.S00
10,2,20,87.70298312163787,162.40950003520572,101.03496750891209,82.54749222931763,87.70298312163787,68,pp10_8-10-2012-c2.S00
10,2,21,95.60070618510429,159.06149400652822,100.35237299203872,86.35036725044871,95.60070618510429,68,pp10_8-10-2012-c2.S00
10,2,22,98.51033437308689,57.83012969042046,105.46325299739837,89.98931378827741,98.51033437308689,73,pp10_8-10-2012-c2.S00
10,2,23,82.87769784172662,183.03264815729366,106.74618945072095,72.76895972092946,82.87769784172662,66,pp10_8-10-2012-c2.S00
10,2,24,92.15864472581286,117.06630288793862,102.7075691724817,84.45472045484931,92.15864472581286,68,pp10_8-10-2012-c2.S00
10,2,25,87.45399352205551,107.40148177341239,106.9232549632589,78.58743105301012,87.45399352205551,66,pp10_8-10-2012-c2.S00
10,2,26,97.23057445798386,61.69797355108794,107.87127672731876,81.14687463194132,97.23057445798386,63,pp10_8-10-2012-c2.S00
10,2,27,88.7297094333083,132.87656047394768,108.6206605831782,76.46073212958872,88.7297094333083,67,pp10_8-10-2012-c2.S00
10,2,28,95.603462909523,86.63908360551687,105.88123217870792,86.09488621844599,95.603462909523,73,pp10_8-10-2012-c2.S00
10,2,29,97.95788214973759,92.91633971561104,101.88891554872195,82.37420789869502,97.95788214973759,70,pp10_8-10-2012-c2.S00
10,2,30,106.18385318080817,73.75830443906035,107.38062543769678,78.57154100580762,106.18385318080817,62,pp10_8-10-2012-c2.S00
10,2,31,83.11527683834187,207.6205589126668,108.18554260929426,71.69733305508271,83.11527683834187,54,pp10_8-10-2012-c2.S00
10,2,32,94.94607385467307,75.8766826852349,109.65772505501906,80.75641129252811,94.94607385467307,66,pp10_8-10-2012-c2.S00
10,2,33,95.28535980148884,76.56307959029371,108.25496081958214,83.50836868751794,95.28535980148884,68,pp10_8-10-2012-c2.S00
10,2,34,91.41988792857822,84.50210261298983,106.41060469100873,73.10825169604892,91.41988792857822,64,pp10_8-10-2012-c2.S00
10,2,35,95.1038524111134,95.96463241198809,109.87480454842249,80.6090292684113,95.1038524111134,68,pp10_8-10-2012-c2.S00
10,2,36,92.4340007880503,144.4759979956878,107.66234278033177,72.43002018497015,92.4340007880503,62,pp10_8-10-2012-c2.S00
10,2,37,94.72953873827572,60.69662472669414,109.30041693697373,87.14117921578388,94.72953873827572,75,pp10_8-10-2012-c2.S00
10,2,38,79.41176470588235,240.0649347928721,105.21933991859356,81.26295323645076,79.41176470588235,59,pp10_8-10-2012-c2.S00
10,2,39,85.08077873414972,151.59826741499236,114.44132897208134,72.66324321990832,85.08077873414972,65,pp10_8-10-2012-c2.S00
10,2,40,85.73489898015231,172.4469916246023,113.28741483986377,80.07953550315773,85.73489898015231,62,pp10_8-10-2012-c2.S00
10,3,1,67.21097906618269,119.78073665635442,106.25678527684262,67.35176847123759,67.21097906618269,68,pp10_8-10-2012-c3.S00
10,3,2,52.624243250082735,97.44333166059975,113.9499629775683,55.65965509827559,52.624243250082735,55,pp10_8-10-2012-c3.S00
10,3,3,54.877141815530436,68.75066034404475,117.0998070458571,55.95340446140617,54.877141815530436,56,pp10_8-10-2012-c3.S00
10,3,4,55.37681554017895,110.04396987547729,123.45751952578624,56.65365868853405,55.37681554017895,57,pp10_8-10-2012-c3.S00
10,3,5,62.553012217385195,138.1755417633433,125.18438855806987,63.30540202753618,62.553012217385195,62,pp10_8-10-2012-c3.S00
10,3,6,59.99895370128172,94.8608247779237,128.3350404550632,59.51865143639346,59.99895370128172,60,pp10_8-10-2012-c3.S00
10,3,7,62.753517248285185,94.54365798603764,123.64552581012249,60.29168750063206,62.753517248285185,60,pp10_8-10-2012-c3.S00
10,3,8,64.53781512605042,76.2913317216528,125.3680196767052,63.507702767911056,64.53781512605042,64,pp10_8-10-2012-c3.S00
10,3,9,72.34941478732514,59.094663750028786,113.41844848543406,71.69472694893678,72.34941478732514,71,pp10_8-10-2012-c3.S00
10,3,10,66.39806825281572,91.26827812567473,109.54263224204381,67.37077305298298,66.39806825281572,66,pp10_8-10-2012-c3.S00
10,3,11,65.59863611706662,82.51962597906582,123.40740341047446,65.0095448045681,65.59863611706662,65,pp10_8-10-2012-c3.S00
10,3,12,62.17731937896894,93.77471684210755,126.60416191220284,62.58565787781651,62.17731937896894,62,pp10_8-10-2012-c3.S00
10,3,13,63.929585753396616,71.64915233074254,128.49046412656705,63.64686672240496,63.929585753396616,64,pp10_8-10-2012-c3.S00
10,3,14,64.92541256450448,63.649231417710105,134.4522555227081,65.13188246050849,64.92541256450448,65,pp10_8-10-2012-c3.S00
10,3,15,66.93163249169785,68.7259467127438,127.44285601774851,66.0751161220173,66.93163249169785,66,pp10_8-10-2012-c3.S00
10,3,16,63.839949279701315,74.72559947681516,119.92949478377899,63.45546848901237,63.839949279701315,63,pp10_8-10-2012-c3.S00
10,3,17,64.44153096376935,73.34553883170625,119.88386168877284,63.80188404464473,64.44153096376935,64,pp10_8-10-2012-c3.S00
10,3,18,63.781305419784594,80.90256134522487,118.12884333978097,62.78340032817796,63.781305419784594,63,pp10_8-10-2012-c3.S00
10,3,19,64.44992454635798,76.06171407785001,111.27058243006468,63.68248932433004,64.44992454635798,63,pp10_8-10-2012-c3.S00
10,3,20,63.59260984319205,87.80743528707487,112.48583798408508,63.40364687272037,63.59260984319205,63,pp10_8-10-2012-c3.S00
10,3,21,59.05664263645726,98.58364249618496,107.09954339861869,59.59007315489774,59.05664263645726,59,pp10_8-10-2012-c3.S00
10,3,22,65.21875200175697,67.82063220393022,121.36905763844649,64.41578867544109,65.21875200175697,64,pp10_8-10-2012-c3.S00
10,3,23,56.30733085055862,134.80588318819258,125.05812113881112,56.1784328985028,56.30733085055862,56,pp10_8-10-2012-c3.S00
10,3,24,61.26550271993162,111.89819591436795,109.62738206138214,61.61480925368766,61.26550271993162,61,pp10_8-10-2012-c3.S00
10,3,25,61.30734359274329,114.26941673575612,113.09792647063732,60.88243950850641,61.30734359274329,61,pp10_8-10-2012-c3.S00
10,3,26,67.26072148467367,75.78293773419655,114.68715219298998,68.71718906064828,67.26072148467367,68,pp10_8-10-2012-c3.S00
10,3,27,57.09322897121106,160.84031809659865,127.92933702518543,57.116550973399235,57.09322897121106,55,pp10_8-10-2012-c3.S00
10,3,28,61.486627359080636,131.96712272156813,115.7068442761898,60.548683339636774,61.486627359080636,62,pp10_8-10-2012-c3.S00
10,3,29,62.9005726184279,93.47142012662991,113.58120777110258,63.78985541155562,62.9005726184279,62,pp10_8-10-2012-c3.S00
10,3,30,59.70638253566099,139.34744611132484,122.93824438254039,59.6878268340913,59.70638253566099,59,pp10_8-10-2012-c3.S00
10,3,31,65.57479842239992,80.24421035773977,111.76663830180964,64.56206642690425,65.57479842239992,66,pp10_8-10-2012-c3.S00
10,3,32,64.89626702109868,90.7485146964485,126.29489900122086,65.13120160475373,64.89626702109868,64,pp10_8-10-2012-c3.S00
10,3,33,62.53488155115819,99.98184702059062,120.74316542347272,63.6745200277927,62.53488155115819,62,pp10_8-10-2012-c3.S00
10,3,34,59.332632050906206,90.45568452399324,123.87365852693716,58.05802032301823,59.332632050906206,59,pp10_8-10-2012-c3.S00
10,3,35,61.640069037639115,86.88049969006988,123.48999164849519,61.77633689750607,61.640069037639115,61,pp10_8-10-2012-c3.S00
10,3,36,61.83217630340586,82.4486599673775,117.16335273186365,60.610109787558514,61.83217630340586,61,pp10_8-10-2012-c3.S00
10,3,37,63.18158879483541,77.30894154271039,123.55110223640999,61.60628725979477,63.18158879483541,61,pp10_8-10-2012-c3.S00
10,3,38,67.25607409497908,89.34981452072222,110.46880154907703,67.06078682544951,67.25607409497908,67,pp10_8-10-2012-c3.S00
10,3,39,63.165568484508626,88.61583520407022,114.20453607887029,61.79746675218145,63.165568484508626,61,pp10_8-10-2012-c3.S00
11,1,1,90.69714285714286,184.0817021476762,87.7063619589433,88.37447610379508,90.69714285714286,74,pp11_9-10-2012_c1.S00
11,1,2,102.40948235947772,137.65006979189877,102.79551324596008,91.3732280726234,102.40948235947772,67,pp11_9-10-2012_c1.S00
11,1,3,107.97077799814225,174.35413380205912,106.34288565913836,102.18776266630739,107.97077799814225,87,pp11_9-10-2012_c1.S00
11,1,4,85.72680597795873,278.8397161590192,109.41962572385867,86.40523467796544,85.72680597795873,75,pp11_9-10-2012_c1.S00
11,1,5,80.28958613750115,60.883501002885204,120.13095766206582,84.67810588420058,80.28958613750115,77,pp11_9-10-2012_c1.S00
11,1,6,84.92629813847566,238.62868031054464,121.5591155226032,81.50227356761073,84.92629813847566,73,pp11_9-10-2012_c1.S00
11,1,7,113.82476033168533,133.74546040712863,91.24049744804701,108.52550200646122,113.82476033168533,96,pp11_9-10-2012_c1.S00
11,1,8,88.1691842900302,377.5902995051588,84.82394807140032,100.83501713393876,88.1691842900302,81,pp11_9-10-2012_c1.S00
11,1,9,94.07193865955334,280.8971580131687,90.68153305202722,98.91130220070481,94.07193865955334,80,pp11_9-10-2012_c1.S00
11,1,10,107.49088788453126,118.10856296074947,96.99335332264504,91.24754375964403,107.49088788453126,75,pp11_9-10-2012_c1.S00
11,1,11,82.83204314168914,262.3184013700138,109.153124833107,82.42753066743414,82.83204314168914,72,pp11_9-10-2012_c1.S00
11,1,12,105.04636022884199,175.2363281482628,101.58357474456231,93.78935356320193,105.04636022884199,71,pp11_9-10-2012_c1.S00
11,1,13,122.09250335337076,32.50511099404323,96.64525014509758,105.60913269985467,122.09250335337076,87,pp11_9-10-2012_c1.S00
11,1,14,110.97671929355097,51.224544012066886,98.75490213831266,96.52757954231153,110.97671929355097,77,pp11_9-10-2012_c1.S00
11,1,15,113.92953576889293,63.32984148643695,97.95551223407189,94.72213609926402,113.92953576889293,80,pp11_9-10-2012_c1.S00
11,1,16,81.89931835395102,393.5407769704109,98.40553863247236,90.71027668236444,81.89931835395102,73,pp11_9-10-2012_c1.S00
11,1,17,109.77611017193749,108.94917292164996,101.29498024135827,97.63198046473165,109.77611017193749,87,pp11_9-10-2012_c1.S00
11,1,18,109.78641627754082,43.291387835225756,98.99246036559343,98.14465785430123,109.78641627754082,77,pp11_9-10-2012_c1.S00
11,1,19,109.68895729126588,70.75146332269725,101.0025520776709,99.90973761050651,109.68895729126588,79,pp11_9-10-2012_c1.S00
11,1,20,102.3102541630149,239.45926826400296,96.84478483398756,100.75473241337265,102.3102541630149,75,pp11_9-10-2012_c1.S00
11,1,21,110.98963242224316,69.55367927877919,97.1318795527021,104.25186654571444,110.98963242224316,72,pp11_9-10-2012_c1.S00
11,1,22,97.28470732454797,270.0214346904904,99.59766015261411,97.1406320469454,97.28470732454797,78,pp11_9-10-2012_c1.S00
11,1,23,119.56331367855684,56.24187004175188,99.33758239150048,97.99355056429708,119.56331367855684,72,pp11_9-10-2012_c1.S00
11,1,24,117.85337499091767,125.27590892292137,99.76944616089264,106.43137733141582,117.85337499091767,88,pp11_9-10-2012_c1.S00
11,1,25,88.03553517695946,325.17063058658385,96.6768448928992,97.86462913857152,88.03553517695946,75,pp11_9-10-2012_c1.S00
11,1,26,118.53376205787781,81.35546191655442,101.92731371025245,97.86464157911638,118.53376205787781,83,pp11_9-10-2012_c1.S00
11,1,27,115.042216404584,100.06050582599235,103.94782366851966,104.49151590814193,115.042216404584,76,pp11_9-10-2012_c1.S00
11,1,28,111.60315743078095,57.566706774567905,105.22252751588822,98.5654398209105,111.60315743078095,86,pp11_9-10-2012_c1.S00
11,1,29,93.31029065200315,176.54627248800796,104.57102095981439,89.97666585060458,93.31029065200315,74,pp11_9-10-2012_c1.S00
11,1,30,116.01913936852887,108.40107303388753,103.29560704131922,98.27960771126672,116.01913936852887,81,pp11_9-10-2012_c1.S00
11,1,31,91.4806844486838,180.73553097940254,103.49509831468264,87.99737074673176,91.4806844486838,79,pp11_9-10-2012_c1.S00
11,1,32,100.27784103848782,172.9851576677652,103.24323606093725,83.61056199412172,100.27784103848782,65,pp11_9-10-2012_c1.S00
11,1,33,92.35145166325576,190.06893515175022,94.92999145686626,90.19176962437729,92.35145166325576,78,pp11_9-10-2012_c1.S00
11,1,34,119.25387373753988,121.44543050715684,97.71797410448393,103.9487562407429,119.25387373753988,87,pp11_9-10-2012_c1.S00
11,1,35,105.80991233889979,161.27233148544315,101.7284920061628,101.33286258584509,105.80991233889979,82,pp11_9-10-2012_c1.S00
11,1,36,118.7975386384124,43.74221015751905,101.01751388857762,110.96598117146641,118.7975386384124,92,pp11_9-10-2012_c1.S00
11,1,37,91.3825454212622,325.49033657904914,101.41286514451106,113.91575652764489,91.3825454212622,82,pp11_9-10-2012_c1.S00
11,1,38,96.4216015086125,248.7610776668788,100.97873504857222,102.79595274534077,96.4216015086125,82,pp11_9-10-2012_c1.S00
11,3,1,76.19540601747008,419.1027065291549,128.10117961205543,127.64412676293458,76.19540601747008,75,pp11_9-10-2012_c3.S00
11,3,2,91.2927191679049,358.82196044394925,117.35020371725162,121.59569316872707,91.2927191679049,85,pp11_9-10-2012_c3.S00
11,3,3,78.37017605082971,433.9779732975571,111.63457176635663,91.20143745856902,78.37017605082971,67,pp11_9-10-2012_c3.S00
11,3,4,97.33315356613187,402.24993196856343,112.61088560769956,99.41174267545838,97.33315356613187,73,pp11_9-10-2012_c3.S00
11,3,5,89.60581169769266,450.0306870927778,114.23730068405469,121.99776026476175,89.60581169769266,74,pp11_9-10-2012_c3.S00
11,3,6,80.49982409103592,522.3459751281837,109.71311612625917,100.0722868867222,80.49982409103592,75,pp11_9-10-2012_c3.S00
11,3,7,73.49540864792597,513.12437403614,124.87241453379393,120.50458349159155,73.49540864792597,72,pp11_9-10-2012_c3.S00
11,3,8,81.11240260019802,549.9811997716538,115.16882987668117,114.21648753860609,81.11240260019802,61,pp11_9-10-2012_c3.S00
11,3,9,96.29016008060003,332.98689999363734,122.0103739157319,128.92862194756196,96.29016008060003,87,pp11_9-10-2012_c3.S00
11,3,10,98.82702301410541,192.8414237463632,121.74251276999712,93.04759772649656,98.82702301410541,74,pp11_9-10-2012_c3.S00
11,3,11,93.24288900641542,348.97549306356467,129.65184603681166,112.50397238433361,93.24288900641542,82,pp11_9-10-2012_c3.S00
11,3,12,117.91822230219063,300.65403821369546,131.47627959648767,134.13068513984754,117.91822230219063,92,pp11_9-10-2012_c3.S00
11,3,13,92.44761480160498,200.75765277414115,138.1765464991331,90.95626667874555,92.44761480160498,70,pp11_9-10-2012_c3.S00
11,3,14,81.81605758721624,474.0326248936951,142.03198184520005,133.49561316089282,81.81605758721624,83,pp11_9-10-2012_c3.S00
11,3,15,89.45756013490424,387.99763509883365,138.73634503583114,104.19152858374387,89.45756013490424,72,pp11_9-10-2012_c3.S00
12,1,1,77.54612638046999,42.47695148274241,173.78513740611572,85.98412868976592,77.54612638046999,78,pp12_9-10-212_c1.S00
12,1,2,71.48342059336824,42.29199177169607,204.9213862657547,72.56210935357959,71.48342059336824,71,pp12_9-10-212_c1.S00
12,1,3,70.05525047159925,36.49811245364997,254.1463699946801,70.13363820047428,70.05525047159925,70,pp12_9-10-212_c1.S00
12,1,4,73.69245422796062,26.028560547819268,238.88896588186424,72.70218353749563,73.69245422796062,74,pp12_9-10-212_c1.S00
12,1,5,75.24800979791794,29.671540906437095,281.77432275017105,76.08387823278706,75.24800979791794,75,pp12_9-10-212_c1.S00
12,1,6,74.4142883949438,30.271356045236107,289.7411039173603,74.38946640603244,74.4142883949438,75,pp12_9-10-212_c1.S00
12,1,7,71.7520889532206,30.008732115254535,316.2557618776957,71.60390853919088,71.7520889532206,72,pp12_9-10-212_c1.S00
12,1,8,73.0967495627314,39.679993028929125,332.1666534125805,73.26786402246604,73.0967495627314,73,pp12_9-10-212_c1.S00
12,1,9,79.08640834378507,33.375849588823904,282.4546473940214,78.57760827050855,79.08640834378507,79,pp12_9-10-212_c1.S00
12,1,10,81.2484941805172,18.385804544163015,212.6986691882213,80.54405130712937,81.2484941805172,81,pp12_9-10-212_c1.S00
12,1,11,81.53115908742919,24.796554803484234,157.11161183416843,81.62426551220318,81.53115908742919,81,pp12_9-10-212_c1.S00
12,1,12,82.41785746419427,30.202474793343974,141.9670141989986,83.22031464359412,82.41785746419427,83,pp12_9-10-212_c1.S00
12,1,13,79.75049126539147,30.109549449130142,135.71747399270535,78.88516983402272,79.75049126539147,79,pp12_9-10-212_c1.S00
12,1,14,82.18023741849188,27.644239490013963,145.8143381625414,82.20642643614362,82.18023741849188,82,pp12_9-10-212_c1.S00
12,1,15,78.39512298858723,30.762864928764113,149.4547166287899,78.14454229107747,78.39512298858723,78,pp12_9-10-212_c1.S00
12,1,16,84.13369968255662,22.44514940504375,183.1567181487878,83.95077245763193,84.13369968255662,85,pp12_9-10-212_c1.S00
12,1,17,81.53207115005317,26.859968945076655,199.25821791191896,81.36837748431911,81.53207115005317,81,pp12_9-10-212_c1.S00
12,1,18,85.35525677257287,21.695725443726655,205.87922098735967,85.03114209889124,85.35525677257287,85,pp12_9-10-212_c1.S00
12,1,19,83.49086516684282,25.44309622951428,202.5778348614772,83.4931757265081,83.49086516684282,84,pp12_9-10-212_c1.S00
12,1,20,83.08973075504505,24.8923896917423,204.88191903928916,83.08513094012936,83.08973075504505,83,pp12_9-10-212_c1.S00
12,1,21,78.19313251518533,31.89795479486141,194.64244095385075,78.43776234593243,78.19313251518533,78,pp12_9-10-212_c1.S00
12,1,22,81.81966148509235,23.624752971831082,209.8206565598647,82.07251553771397,81.81966148509235,82,pp12_9-10-212_c1.S00
12,1,23,83.19638904561434,24.110711784459458,217.89049591422082,82.69181790618846,83.19638904561434,83,pp12_9-10-212_c1.S00
12,1,24,84.08095233917872,22.165990841949522,199.27026219964029,84.11572911702096,84.08095233917872,84,pp12_9-10-212_c1.S00
12,1,25,84.2950119620302,20.928211093953006,202.30930079221724,83.99559831991792,84.2950119620302,84,pp12_9-10-212_c1.S00
12,1,26,84.4973521348134,21.669747111740733,211.1359796533982,83.74618789801995,84.4973521348134,84,pp12_9-10-212_c1.S00
12,1,27,81.54763636363637,22.988720528377538,193.26110666493574,82.94903190489859,81.54763636363637,82,pp12_9-10-212_c1.S00
12,1,28,82.92966871662492,21.048421394281757,204.6232419927915,82.56742937030891,82.92966871662492,83,pp12_9-10-212_c1.S00
12,1,29,85.22601168898424,25.099194116800444,215.82571577926475,85.2088749875625,85.22601168898424,85,pp12_9-10-212_c1.S00
12,1,30,84.62445659191667,25.102174783642695,227.82686378459135,85.20152996685356,84.62445659191667,86,pp12_9-10-212_c1.S00
